individual,date,treatment,replicate,censored,time
1573,9/19/22,205,1,1,48
1574,9/19/22,205,1,1,48
1575,9/19/22,205,1,1,48
1576,9/19/22,205,1,1,48
1577,9/19/22,205,1,1,48
1578,9/19/22,205,1,1,48
1579,9/19/22,205,1,1,48
1580,9/19/22,205,1,1,48
1581,9/19/22,205,1,1,48
1582,9/19/22,205,1,1,48
1583,9/19/22,205,1,1,48
1584,9/19/22,205,1,1,48
1585,9/19/22,205,1,1,48
1586,9/19/22,205,1,1,48
1587,9/19/22,205,1,1,48
1588,9/19/22,205,1,1,48
1589,9/19/22,205,1,1,48
1590,9/19/22,205,1,1,48
1591,9/19/22,205,1,1,48
1592,9/19/22,205,1,1,48
1593,9/19/22,205,1,1,48
1594,9/19/22,205,1,1,48
1595,9/19/22,205,1,1,48
1596,9/19/22,205,1,1,48
1597,9/19/22,205,1,1,48
1598,9/19/22,205,1,1,48
1599,9/19/22,205,1,1,48
1600,9/19/22,205,1,1,72
1601,9/19/22,205,1,1,72
1602,9/19/22,205,1,1,72
1603,9/19/22,205,1,1,72
1604,9/19/22,205,1,1,72
1605,9/19/22,205,1,1,72
1606,9/19/22,205,1,1,72
1607,9/19/22,205,1,1,72
1608,9/19/22,205,1,0,72
1609,9/19/22,205,1,0,72
1610,9/19/22,205,1,0,72
1611,9/19/22,205,1,0,72
1612,9/19/22,205,1,0,72
1613,9/19/22,205,1,0,72
1614,9/19/22,205,1,0,72
1615,9/19/22,205,1,0,72
1616,10/4/22,205,2,1,24
1617,10/4/22,205,2,1,24
1618,10/4/22,205,2,1,24
1619,10/4/22,205,2,1,24
1620,10/4/22,205,2,1,24
1621,10/4/22,205,2,1,24
1622,10/4/22,205,2,1,24
1623,10/4/22,205,2,1,24
1624,10/4/22,205,2,1,24
1625,10/4/22,205,2,1,24
1626,10/4/22,205,2,1,24
1627,10/4/22,205,2,1,24
1628,10/4/22,205,2,1,24
1629,10/4/22,205,2,1,24
1630,10/4/22,205,2,1,24
1631,10/4/22,205,2,1,24
1632,10/4/22,205,2,1,24
1633,10/4/22,205,2,1,24
1634,10/4/22,205,2,1,24
1635,10/4/22,205,2,1,24
1636,10/4/22,205,2,1,24
1637,10/4/22,205,2,1,24
1638,10/4/22,205,2,1,24
1639,10/4/22,205,2,1,24
1640,10/4/22,205,2,1,24
1641,10/4/22,205,2,1,24
1642,10/4/22,205,2,1,24
1643,10/4/22,205,2,1,24
1644,10/4/22,205,2,1,24
1645,10/4/22,205,2,1,24
1646,10/4/22,205,2,1,24
1647,10/4/22,205,2,1,24
1648,10/4/22,205,2,1,24
1649,10/4/22,205,2,1,24
1650,10/4/22,205,2,1,24
1651,10/4/22,205,2,1,24
1652,10/4/22,205,2,1,24
1653,10/4/22,205,2,1,24
1654,10/4/22,205,2,1,24
1655,10/4/22,205,2,1,24
1656,10/4/22,205,2,1,24
1657,10/4/22,205,2,1,24
1658,10/4/22,205,2,1,24
1659,10/4/22,205,2,1,24
1660,10/4/22,205,2,1,24
1661,10/4/22,205,2,1,24
1662,10/4/22,205,2,1,24
1663,10/4/22,205,2,1,24
1664,10/4/22,205,2,1,24
1665,10/4/22,205,2,1,24
1666,10/4/22,205,2,1,24
1667,10/4/22,205,2,1,24
1668,10/4/22,205,2,1,24
1669,10/4/22,205,2,1,24
1670,10/4/22,205,2,1,24
1671,10/4/22,205,2,1,24
1672,10/4/22,205,2,1,24
1673,10/4/22,205,2,1,24
1674,10/4/22,205,2,1,24
1675,10/4/22,205,2,1,24
1676,10/4/22,205,2,1,24
1677,10/4/22,205,2,1,24
1678,10/4/22,205,2,1,24
1679,10/4/22,205,2,1,24
1680,10/4/22,205,2,1,24
1681,10/4/22,205,2,1,24
1682,10/4/22,205,2,1,24
1683,10/4/22,205,2,1,24
1684,10/4/22,205,2,1,24
1685,10/4/22,205,2,1,24
1686,10/4/22,205,2,1,24
1687,10/4/22,205,2,1,24
1688,10/4/22,205,2,1,24
1689,10/4/22,205,2,1,24
1690,10/4/22,205,2,1,48
1691,10/4/22,205,2,1,48
1692,10/4/22,205,2,1,48
1693,10/4/22,205,2,1,48
1694,10/4/22,205,2,1,48
1695,10/4/22,205,2,1,48
1696,10/4/22,205,2,1,48
1697,10/4/22,205,2,1,48
1698,10/4/22,205,2,1,48
1699,10/4/22,205,2,1,48
1700,10/4/22,205,2,1,48
1701,10/4/22,205,2,1,48
1702,10/4/22,205,2,1,48
1703,10/4/22,205,2,1,48
1704,10/4/22,205,2,1,48
1705,10/4/22,205,2,1,48
1706,10/4/22,205,2,1,48
1707,10/4/22,205,2,1,48
1708,10/4/22,205,2,1,48
1709,10/4/22,205,2,1,72
1710,10/4/22,205,2,0,72
1711,10/4/22,205,2,0,72
1712,10/4/22,205,2,0,72
1713,10/4/22,205,2,0,72
1714,10/4/22,205,2,0,72
1715,4/25/23,205,Sara,1,24
1716,4/25/23,205,Sara,1,24
1717,4/25/23,205,Sara,1,24
1718,4/25/23,205,Sara,1,24
1719,4/25/23,205,Sara,1,24
1720,4/25/23,205,Sara,1,24
1721,4/25/23,205,Sara,1,24
1722,4/25/23,205,Sara,1,24
1723,4/25/23,205,Sara,1,24
1724,4/25/23,205,Sara,1,24
1725,4/25/23,205,Sara,1,24
1726,4/25/23,205,Sara,1,24
1727,4/25/23,205,Sara,1,24
1728,4/25/23,205,Sara,1,24
1729,4/25/23,205,Sara,1,24
1730,4/25/23,205,Sara,1,24
1731,4/25/23,205,Sara,1,24
1732,4/25/23,205,Sara,1,24
1733,4/25/23,205,Sara,1,24
1734,4/25/23,205,Sara,1,24
1735,4/25/23,205,Sara,1,24
1736,4/25/23,205,Sara,1,24
1737,4/25/23,205,Sara,1,48
1738,4/25/23,205,Sara,1,48
1739,4/25/23,205,Sara,1,48
1740,4/25/23,205,Sara,1,48
1741,4/25/23,205,Sara,1,48
1742,4/25/23,205,Sara,1,48
1743,4/25/23,205,Sara,1,48
1744,4/25/23,205,Sara,1,48
1745,4/25/23,205,Sara,1,48
1746,4/25/23,205,Sara,1,48
1747,4/25/23,205,Sara,1,48
1748,4/25/23,205,Sara,1,48
1749,4/25/23,205,Sara,1,48
1750,4/25/23,205,Sara,1,48
1751,4/25/23,205,Sara,1,48
1752,4/25/23,205,Sara,1,48
1753,4/25/23,205,Sara,1,48
1754,4/25/23,205,Sara,1,48
1755,4/25/23,205,Sara,1,48
1756,4/25/23,205,Sara,1,48
1757,4/25/23,205,Sara,1,48
1758,4/25/23,205,Sara,1,48
1759,4/25/23,205,Sara,1,48
1760,4/25/23,205,Sara,1,48
1761,4/25/23,205,Sara,1,48
1762,4/25/23,205,Sara,1,48
1763,4/25/23,205,Sara,1,48
1764,4/25/23,205,Sara,1,48
1765,4/25/23,205,Sara,1,48
1766,4/25/23,205,Sara,1,48
1767,4/25/23,205,Sara,1,48
1768,4/25/23,205,Sara,1,48
1769,4/25/23,205,Sara,1,48
1770,4/25/23,205,Sara,1,48
1771,4/25/23,205,Sara,1,48
1772,4/25/23,205,Sara,1,48
1773,4/25/23,205,Sara,1,48
1774,4/25/23,205,Sara,1,48
1775,4/25/23,205,Sara,1,48
1776,4/25/23,205,Sara,1,48
1777,4/25/23,205,Sara,1,48
1778,4/25/23,205,Sara,1,48
1779,4/25/23,205,Sara,1,48
1780,4/25/23,205,Sara,1,48
1781,4/25/23,205,Sara,1,48
1782,4/25/23,205,Sara,1,48
1783,4/25/23,205,Sara,1,48
1784,4/25/23,205,Sara,1,48
1785,4/25/23,205,Sara,1,48
1786,4/25/23,205,Sara,1,48
1787,4/25/23,205,Sara,1,48
1788,4/25/23,205,Sara,1,48
1789,4/25/23,205,Sara,1,48
1790,4/25/23,205,Sara,1,48
1791,4/25/23,205,Sara,1,48
1792,4/25/23,205,Sara,1,48
1793,4/25/23,205,Sara,1,48
1794,4/25/23,205,Sara,1,48
1795,4/25/23,205,Sara,1,48
1796,4/25/23,205,Sara,1,48
1797,4/25/23,205,Sara,1,48
1798,4/25/23,205,Sara,1,48
1799,4/25/23,205,Sara,1,48
1800,4/25/23,205,Sara,1,48
1801,4/25/23,205,Sara,1,72
1802,4/25/23,205,Sara,1,72
1803,4/25/23,205,Sara,1,72
1804,4/25/23,205,Sara,1,72
1805,4/25/23,205,Sara,0,72
1806,4/25/23,205,Sara,0,72
1807,4/25/23,205,Sara,0,72
1808,4/25/23,205,Sara,0,72
1809,4/25/23,205,Sara,0,72
1810,4/25/23,205,Sara,0,72
1811,4/25/23,205,Sara,0,72
1812,4/25/23,205,Sara,0,72
1813,10/10/22,215,1,1,24
1814,10/10/22,215,1,1,24
1815,10/10/22,215,1,1,24
1816,10/10/22,215,1,1,24
1817,10/10/22,215,1,1,24
1818,10/10/22,215,1,1,24
1819,10/10/22,215,1,1,24
1820,10/10/22,215,1,1,24
1821,10/10/22,215,1,1,24
1822,10/10/22,215,1,1,24
1823,10/10/22,215,1,1,24
1824,10/10/22,215,1,1,48
1825,10/10/22,215,1,1,48
1826,10/10/22,215,1,1,48
1827,10/10/22,215,1,1,48
1828,10/10/22,215,1,1,48
1829,10/10/22,215,1,1,48
1830,10/10/22,215,1,1,48
1831,10/10/22,215,1,1,48
1832,10/10/22,215,1,1,48
1833,10/10/22,215,1,1,48
1834,10/10/22,215,1,1,48
1835,10/10/22,215,1,1,48
1836,10/10/22,215,1,1,48
1837,10/10/22,215,1,1,48
1838,10/10/22,215,1,1,48
1839,10/10/22,215,1,1,48
1840,10/10/22,215,1,1,48
1841,10/10/22,215,1,1,48
1842,10/10/22,215,1,1,48
1843,10/10/22,215,1,1,48
1844,10/10/22,215,1,1,48
1845,10/10/22,215,1,1,48
1846,10/10/22,215,1,1,48
1847,10/10/22,215,1,1,48
1848,10/10/22,215,1,1,48
1849,10/10/22,215,1,1,48
1850,10/10/22,215,1,1,48
1851,10/10/22,215,1,1,48
1852,10/10/22,215,1,1,48
1853,10/10/22,215,1,1,48
1854,10/10/22,215,1,1,72
1855,10/10/22,215,1,1,72
1856,10/10/22,215,1,1,72
1857,10/10/22,215,1,1,72
1858,10/10/22,215,1,1,72
1859,10/10/22,215,1,1,72
1860,10/10/22,215,1,1,72
1861,10/10/22,215,1,1,72
1862,10/10/22,215,1,1,72
1863,10/10/22,215,1,1,72
1864,10/10/22,215,1,1,72
1865,10/10/22,215,1,1,72
1866,10/10/22,215,1,1,72
1867,10/10/22,215,1,1,72
1868,10/10/22,215,1,1,72
1869,10/10/22,215,1,1,72
1870,10/10/22,215,1,1,72
1871,10/10/22,215,1,1,72
1872,10/10/22,215,1,1,72
1873,10/10/22,215,1,1,72
1874,10/10/22,215,1,1,72
1875,10/10/22,215,1,1,72
1876,10/10/22,215,1,1,72
1877,10/10/22,215,1,1,72
1878,10/10/22,215,1,1,72
1879,10/10/22,215,1,1,72
1880,10/10/22,215,1,1,72
1881,10/10/22,215,1,1,72
1882,10/10/22,215,1,0,72
1883,10/10/22,215,1,0,72
1884,10/10/22,215,1,0,72
1885,10/10/22,215,1,0,72
1886,10/10/22,215,1,0,72
1887,10/10/22,215,1,0,72
1888,10/10/22,215,1,0,72
1889,10/10/22,215,1,0,72
1890,10/10/22,215,1,0,72
1891,10/10/22,215,1,0,72
1892,10/10/22,215,1,0,72
1893,10/10/22,215,1,0,72
1894,10/10/22,215,1,0,72
1895,10/10/22,215,1,0,72
1896,10/10/22,215,1,0,72
1897,10/10/22,215,1,0,72
1898,10/10/22,215,1,0,72
1899,10/10/22,215,1,0,72
1900,10/10/22,215,1,0,72
1901,10/10/22,215,1,0,72
1902,10/10/22,215,1,0,72
1903,10/10/22,215,1,0,72
1904,10/10/22,215,1,0,72
1905,10/10/22,215,1,0,72
1906,10/10/22,215,1,0,72
1907,10/10/22,215,1,0,72
1908,10/10/22,215,1,0,72
1909,10/17/22,215,2,1,24
1910,10/17/22,215,2,1,24
1911,10/17/22,215,2,1,24
1912,10/17/22,215,2,1,24
1913,10/17/22,215,2,1,24
1914,10/17/22,215,2,1,24
1915,10/17/22,215,2,1,24
1916,10/17/22,215,2,1,24
1917,10/17/22,215,2,1,24
1918,10/17/22,215,2,1,24
1919,10/17/22,215,2,1,24
1920,10/17/22,215,2,1,24
1921,10/17/22,215,2,1,24
1922,10/17/22,215,2,1,24
1923,10/17/22,215,2,1,24
1924,10/17/22,215,2,1,24
1925,10/17/22,215,2,1,24
1926,10/17/22,215,2,1,24
1927,10/17/22,215,2,1,24
1928,10/17/22,215,2,1,24
1929,10/17/22,215,2,1,24
1930,10/17/22,215,2,1,24
1931,10/17/22,215,2,1,24
1932,10/17/22,215,2,1,24
1933,10/17/22,215,2,1,24
1934,10/17/22,215,2,1,24
1935,10/17/22,215,2,1,24
1936,10/17/22,215,2,1,24
1937,10/17/22,215,2,1,24
1938,10/17/22,215,2,1,24
1939,10/17/22,215,2,1,24
1940,10/17/22,215,2,1,48
1941,10/17/22,215,2,1,48
1942,10/17/22,215,2,1,48
1943,10/17/22,215,2,1,48
1944,10/17/22,215,2,1,48
1945,10/17/22,215,2,1,48
1946,10/17/22,215,2,1,48
1947,10/17/22,215,2,1,48
1948,10/17/22,215,2,1,48
1949,10/17/22,215,2,1,48
1950,10/17/22,215,2,1,48
1951,10/17/22,215,2,1,48
1952,10/17/22,215,2,1,48
1953,10/17/22,215,2,1,48
1954,10/17/22,215,2,1,48
1955,10/17/22,215,2,1,48
1956,10/17/22,215,2,1,48
1957,10/17/22,215,2,1,48
1958,10/17/22,215,2,1,48
1959,10/17/22,215,2,1,48
1960,10/17/22,215,2,1,48
1961,10/17/22,215,2,1,48
1962,10/17/22,215,2,1,48
1963,10/17/22,215,2,1,48
1964,10/17/22,215,2,1,48
1965,10/17/22,215,2,1,48
1966,10/17/22,215,2,1,48
1967,10/17/22,215,2,1,48
1968,10/17/22,215,2,1,48
1969,10/17/22,215,2,1,48
1970,10/17/22,215,2,1,72
1971,10/17/22,215,2,1,72
1972,10/17/22,215,2,1,72
1973,10/17/22,215,2,1,72
1974,10/17/22,215,2,1,72
1975,10/17/22,215,2,1,72
1976,10/17/22,215,2,1,72
1977,10/17/22,215,2,1,72
1978,10/17/22,215,2,0,72
1979,10/17/22,215,2,0,72
1980,10/17/22,215,2,0,72
1981,10/17/22,215,2,0,72
1982,10/17/22,215,2,0,72
1983,10/17/22,215,2,0,72
1984,10/17/22,215,2,0,72
1985,10/17/22,215,2,0,72
1986,10/17/22,215,2,0,72
1987,10/17/22,215,2,0,72
1988,10/17/22,215,2,0,72
1989,10/17/22,215,2,0,72
1990,10/17/22,215,2,0,72
1991,10/17/22,215,2,0,72
1992,10/17/22,215,2,0,72
1993,10/17/22,215,2,0,72
1994,10/17/22,215,2,0,72
1995,10/17/22,215,2,0,72
1996,10/17/22,215,2,0,72
1997,10/17/22,215,2,0,72
1998,10/17/22,215,2,0,72
1999,10/17/22,215,2,0,72
2000,10/17/22,215,2,0,72
2001,10/17/22,215,2,0,72
2002,10/17/22,215,2,0,72
2003,10/17/22,215,2,0,72
2004,10/17/22,215,2,0,72
2005,10/31/22,215,3,1,24
2006,10/31/22,215,3,1,24
2007,10/31/22,215,3,1,24
2008,10/31/22,215,3,1,24
2009,10/31/22,215,3,1,24
2010,10/31/22,215,3,1,24
2011,10/31/22,215,3,1,24
2012,10/31/22,215,3,1,24
2013,10/31/22,215,3,1,24
2014,10/31/22,215,3,1,24
2015,10/31/22,215,3,1,24
2016,10/31/22,215,3,1,24
2017,10/31/22,215,3,1,24
2018,10/31/22,215,3,1,24
2019,10/31/22,215,3,1,24
2020,10/31/22,215,3,1,24
2021,10/31/22,215,3,1,24
2022,10/31/22,215,3,1,48
2023,10/31/22,215,3,1,48
2024,10/31/22,215,3,1,48
2025,10/31/22,215,3,1,48
2026,10/31/22,215,3,1,48
2027,10/31/22,215,3,1,48
2028,10/31/22,215,3,1,48
2029,10/31/22,215,3,1,48
2030,10/31/22,215,3,1,48
2031,10/31/22,215,3,1,48
2032,10/31/22,215,3,1,48
2033,10/31/22,215,3,1,48
2034,10/31/22,215,3,1,48
2035,10/31/22,215,3,1,48
2036,10/31/22,215,3,1,48
2037,10/31/22,215,3,1,48
2038,10/31/22,215,3,1,48
2039,10/31/22,215,3,1,48
2040,10/31/22,215,3,1,48
2041,10/31/22,215,3,1,48
2042,10/31/22,215,3,1,48
2043,10/31/22,215,3,1,48
2044,10/31/22,215,3,1,48
2045,10/31/22,215,3,1,48
2046,10/31/22,215,3,1,48
2047,10/31/22,215,3,1,48
2048,10/31/22,215,3,1,48
2049,10/31/22,215,3,1,48
2050,10/31/22,215,3,1,48
2051,10/31/22,215,3,1,48
2052,10/31/22,215,3,1,48
2053,10/31/22,215,3,1,48
2054,10/31/22,215,3,1,48
2055,10/31/22,215,3,1,48
2056,10/31/22,215,3,1,48
2057,10/31/22,215,3,1,48
2058,10/31/22,215,3,1,48
2059,10/31/22,215,3,1,48
2060,10/31/22,215,3,1,48
2061,10/31/22,215,3,1,48
2062,10/31/22,215,3,1,72
2063,10/31/22,215,3,1,72
2064,10/31/22,215,3,1,72
2065,10/31/22,215,3,1,72
2066,10/31/22,215,3,1,72
2067,10/31/22,215,3,1,72
2068,10/31/22,215,3,1,72
2069,10/31/22,215,3,1,72
2070,10/31/22,215,3,1,72
2071,10/31/22,215,3,1,72
2072,10/31/22,215,3,1,72
2073,10/31/22,215,3,1,72
2074,10/31/22,215,3,1,72
2075,10/31/22,215,3,1,72
2076,10/31/22,215,3,1,72
2077,10/31/22,215,3,1,72
2078,10/31/22,215,3,1,72
2079,10/31/22,215,3,1,72
2080,10/31/22,215,3,1,72
2081,10/31/22,215,3,1,72
2082,10/31/22,215,3,1,72
2083,10/31/22,215,3,1,72
2084,10/31/22,215,3,1,72
2085,10/31/22,215,3,1,72
2086,10/31/22,215,3,1,72
2087,10/31/22,215,3,1,72
2088,10/31/22,215,3,1,72
2089,10/31/22,215,3,1,72
2090,10/31/22,215,3,1,72
2091,10/31/22,215,3,0,72
2092,10/31/22,215,3,0,72
2093,10/31/22,215,3,0,72
2094,10/31/22,215,3,0,72
2095,10/31/22,215,3,0,72
2096,10/31/22,215,3,0,72
2097,10/31/22,215,3,0,72
2098,10/31/22,215,3,0,72
2099,10/31/22,215,3,0,72
2100,10/31/22,215,3,0,72
2101,10/10/22,216,1,1,24
2102,10/10/22,216,1,1,24
2103,10/10/22,216,1,1,24
2104,10/10/22,216,1,1,24
2105,10/10/22,216,1,1,24
2106,10/10/22,216,1,1,24
2107,10/10/22,216,1,1,24
2108,10/10/22,216,1,1,24
2109,10/10/22,216,1,1,24
2110,10/10/22,216,1,1,24
2111,10/10/22,216,1,1,24
2112,10/10/22,216,1,1,24
2113,10/10/22,216,1,1,24
2114,10/10/22,216,1,1,24
2115,10/10/22,216,1,1,24
2116,10/10/22,216,1,1,24
2117,10/10/22,216,1,1,24
2118,10/10/22,216,1,1,24
2119,10/10/22,216,1,1,24
2120,10/10/22,216,1,1,24
2121,10/10/22,216,1,1,24
2122,10/10/22,216,1,1,24
2123,10/10/22,216,1,1,24
2124,10/10/22,216,1,1,24
2125,10/10/22,216,1,1,24
2126,10/10/22,216,1,1,24
2127,10/10/22,216,1,1,24
2128,10/10/22,216,1,1,24
2129,10/10/22,216,1,1,24
2130,10/10/22,216,1,1,24
2131,10/10/22,216,1,1,24
2132,10/10/22,216,1,1,48
2133,10/10/22,216,1,1,48
2134,10/10/22,216,1,1,48
2135,10/10/22,216,1,1,48
2136,10/10/22,216,1,1,48
2137,10/10/22,216,1,1,48
2138,10/10/22,216,1,1,48
2139,10/10/22,216,1,1,48
2140,10/10/22,216,1,1,48
2141,10/10/22,216,1,1,48
2142,10/10/22,216,1,1,48
2143,10/10/22,216,1,1,48
2144,10/10/22,216,1,1,48
2145,10/10/22,216,1,1,48
2146,10/10/22,216,1,1,48
2147,10/10/22,216,1,1,48
2148,10/10/22,216,1,1,48
2149,10/10/22,216,1,1,48
2150,10/10/22,216,1,1,48
2151,10/10/22,216,1,1,48
2152,10/10/22,216,1,1,48
2153,10/10/22,216,1,1,48
2154,10/10/22,216,1,1,48
2155,10/10/22,216,1,1,48
2156,10/10/22,216,1,1,48
2157,10/10/22,216,1,1,48
2158,10/10/22,216,1,1,48
2159,10/10/22,216,1,1,48
2160,10/10/22,216,1,1,48
2161,10/10/22,216,1,1,48
2162,10/10/22,216,1,1,48
2163,10/10/22,216,1,1,48
2164,10/10/22,216,1,1,48
2165,10/10/22,216,1,1,48
2166,10/10/22,216,1,1,48
2167,10/10/22,216,1,1,48
2168,10/10/22,216,1,1,48
2169,10/10/22,216,1,1,48
2170,10/10/22,216,1,1,48
2171,10/10/22,216,1,1,48
2172,10/10/22,216,1,1,72
2173,10/10/22,216,1,1,72
2174,10/10/22,216,1,1,72
2175,10/10/22,216,1,1,72
2176,10/10/22,216,1,1,72
2177,10/10/22,216,1,1,72
2178,10/10/22,216,1,1,72
2179,10/10/22,216,1,1,72
2180,10/10/22,216,1,1,72
2181,10/10/22,216,1,1,72
2182,10/10/22,216,1,1,72
2183,10/10/22,216,1,0,72
2184,10/10/22,216,1,0,72
2185,10/10/22,216,1,0,72
2186,10/10/22,216,1,0,72
2187,10/10/22,216,1,0,72
2188,10/10/22,216,1,0,72
2189,10/10/22,216,1,0,72
2190,10/10/22,216,1,0,72
2191,10/10/22,216,1,0,72
2192,10/10/22,216,1,0,72
2193,10/10/22,216,1,0,72
2194,10/10/22,216,1,0,72
2195,10/10/22,216,1,0,72
2196,10/10/22,216,1,0,72
2197,10/10/22,216,1,0,72
2198,10/17/22,216,2,1,24
2199,10/17/22,216,2,1,24
2200,10/17/22,216,2,1,24
2201,10/17/22,216,2,1,24
2202,10/17/22,216,2,1,24
2203,10/17/22,216,2,1,24
2204,10/17/22,216,2,1,24
2205,10/17/22,216,2,1,24
2206,10/17/22,216,2,1,24
2207,10/17/22,216,2,1,24
2208,10/17/22,216,2,1,24
2209,10/17/22,216,2,1,24
2210,10/17/22,216,2,1,24
2211,10/17/22,216,2,1,24
2212,10/17/22,216,2,1,24
2213,10/17/22,216,2,1,24
2214,10/17/22,216,2,1,24
2215,10/17/22,216,2,1,24
2216,10/17/22,216,2,1,24
2217,10/17/22,216,2,1,24
2218,10/17/22,216,2,1,24
2219,10/17/22,216,2,1,24
2220,10/17/22,216,2,1,24
2221,10/17/22,216,2,1,24
2222,10/17/22,216,2,1,24
2223,10/17/22,216,2,1,24
2224,10/17/22,216,2,1,24
2225,10/17/22,216,2,1,24
2226,10/17/22,216,2,1,24
2227,10/17/22,216,2,1,24
2228,10/17/22,216,2,1,24
2229,10/17/22,216,2,1,24
2230,10/17/22,216,2,1,48
2231,10/17/22,216,2,1,48
2232,10/17/22,216,2,1,48
2233,10/17/22,216,2,1,48
2234,10/17/22,216,2,1,48
2235,10/17/22,216,2,1,48
2236,10/17/22,216,2,1,48
2237,10/17/22,216,2,1,48
2238,10/17/22,216,2,1,48
2239,10/17/22,216,2,1,48
2240,10/17/22,216,2,1,48
2241,10/17/22,216,2,1,48
2242,10/17/22,216,2,1,48
2243,10/17/22,216,2,1,48
2244,10/17/22,216,2,1,48
2245,10/17/22,216,2,1,48
2246,10/17/22,216,2,1,48
2247,10/17/22,216,2,1,48
2248,10/17/22,216,2,1,48
2249,10/17/22,216,2,1,48
2250,10/17/22,216,2,1,48
2251,10/17/22,216,2,1,48
2252,10/17/22,216,2,1,48
2253,10/17/22,216,2,1,48
2254,10/17/22,216,2,1,48
2255,10/17/22,216,2,1,72
2256,10/17/22,216,2,1,72
2257,10/17/22,216,2,1,72
2258,10/17/22,216,2,1,72
2259,10/17/22,216,2,1,72
2260,10/17/22,216,2,1,72
2261,10/17/22,216,2,1,72
2262,10/17/22,216,2,1,72
2263,10/17/22,216,2,1,72
2264,10/17/22,216,2,1,72
2265,10/17/22,216,2,1,72
2266,10/17/22,216,2,1,72
2267,10/17/22,216,2,1,72
2268,10/17/22,216,2,1,72
2269,10/17/22,216,2,1,72
2270,10/17/22,216,2,1,72
2271,10/17/22,216,2,1,72
2272,10/17/22,216,2,1,72
2273,10/17/22,216,2,1,72
2274,10/17/22,216,2,0,72
2275,10/17/22,216,2,0,72
2276,10/17/22,216,2,0,72
2277,10/17/22,216,2,0,72
2278,10/17/22,216,2,0,72
2279,10/17/22,216,2,0,72
2280,10/17/22,216,2,0,72
2281,10/17/22,216,2,0,72
2282,10/17/22,216,2,0,72
2283,10/17/22,216,2,0,72
2284,10/17/22,216,2,0,72
2285,10/17/22,216,2,0,72
2286,10/17/22,216,2,0,72
2287,10/17/22,216,2,0,72
2288,10/17/22,216,2,0,72
2289,10/17/22,216,2,0,72
2290,10/17/22,216,2,0,72
2291,10/17/22,216,2,0,72
2292,10/17/22,216,2,0,72
2293,10/17/22,216,2,0,72
2294,10/17/22,216,2,0,72
2295,10/17/22,216,2,0,72
2296,10/17/22,216,2,0,72
2297,10/31/22,216,3,1,24
2298,10/31/22,216,3,1,24
2299,10/31/22,216,3,1,24
2300,10/31/22,216,3,1,24
2301,10/31/22,216,3,1,24
2302,10/31/22,216,3,1,24
2303,10/31/22,216,3,1,24
2304,10/31/22,216,3,1,24
2305,10/31/22,216,3,1,24
2306,10/31/22,216,3,1,24
2307,10/31/22,216,3,1,24
2308,10/31/22,216,3,1,24
2309,10/31/22,216,3,1,24
2310,10/31/22,216,3,1,24
2311,10/31/22,216,3,1,24
2312,10/31/22,216,3,1,24
2313,10/31/22,216,3,1,24
2314,10/31/22,216,3,1,24
2315,10/31/22,216,3,1,24
2316,10/31/22,216,3,1,24
2317,10/31/22,216,3,1,24
2318,10/31/22,216,3,1,24
2319,10/31/22,216,3,1,24
2320,10/31/22,216,3,1,24
2321,10/31/22,216,3,1,24
2322,10/31/22,216,3,1,24
2323,10/31/22,216,3,1,24
2324,10/31/22,216,3,1,24
2325,10/31/22,216,3,1,24
2326,10/31/22,216,3,1,24
2327,10/31/22,216,3,1,24
2328,10/31/22,216,3,1,24
2329,10/31/22,216,3,1,24
2330,10/31/22,216,3,1,24
2331,10/31/22,216,3,1,24
2332,10/31/22,216,3,1,24
2333,10/31/22,216,3,1,24
2334,10/31/22,216,3,1,24
2335,10/31/22,216,3,1,24
2336,10/31/22,216,3,1,24
2337,10/31/22,216,3,1,24
2338,10/31/22,216,3,1,24
2339,10/31/22,216,3,1,24
2340,10/31/22,216,3,1,24
2341,10/31/22,216,3,1,24
2342,10/31/22,216,3,1,24
2343,10/31/22,216,3,1,24
2344,10/31/22,216,3,1,24
2345,10/31/22,216,3,1,24
2346,10/31/22,216,3,1,24
2347,10/31/22,216,3,1,24
2348,10/31/22,216,3,1,24
2349,10/31/22,216,3,1,24
2350,10/31/22,216,3,1,24
2351,10/31/22,216,3,1,24
2352,10/31/22,216,3,1,24
2353,10/31/22,216,3,1,24
2354,10/31/22,216,3,1,24
2355,10/31/22,216,3,1,24
2356,10/31/22,216,3,1,24
2357,10/31/22,216,3,1,24
2358,10/31/22,216,3,1,24
2359,10/31/22,216,3,1,24
2360,10/31/22,216,3,1,48
2361,10/31/22,216,3,1,48
2362,10/31/22,216,3,1,48
2363,10/31/22,216,3,1,48
2364,10/31/22,216,3,1,48
2365,10/31/22,216,3,1,48
2366,10/31/22,216,3,1,48
2367,10/31/22,216,3,1,48
2368,10/31/22,216,3,1,48
2369,10/31/22,216,3,1,48
2370,10/31/22,216,3,1,48
2371,10/31/22,216,3,1,48
2372,10/31/22,216,3,1,48
2373,10/31/22,216,3,1,48
2374,10/31/22,216,3,1,48
2375,10/31/22,216,3,1,48
2376,10/31/22,216,3,1,48
2377,10/31/22,216,3,1,48
2378,10/31/22,216,3,1,72
2379,10/31/22,216,3,1,72
2380,10/31/22,216,3,1,72
2381,10/31/22,216,3,1,72
2382,10/31/22,216,3,0,72
